# Constructed from biom file																							
#OTU ID	S1	S10	S11	S12	S13	S15	S16	S17	S18	S2	S20	S21	S22	S23	S24	S3	S4	S5	S6	S7	S8	S9	Taxonomy
6100	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Nocardioidaceae
6101	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	13	0	0	0	9	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae
6102	0	0	0	0	0	27	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__; g__; s__
6103	0	0	0	0	0	14	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Thermomonosporaceae; g__Actinoallomurus; s__
6104	0	0	0	0	0	8	10	7	7	0	0	0	0	0	0	14	3	0	4	0	0	0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria
6105	0	0	0	0	0	7	0	12	15	0	0	0	0	0	0	5	6	0	8	0	0	0	k__Bacteria; p__Bacteroidetes
6106	0	0	0	0	0	0	32	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__Caulobacter; s__vibrioides
6107	0	0	0	0	0	0	26	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Acidobacteria; c__Acidobacteriia; o__Acidobacteriales; f__Acidobacteriaceae
6108	0	0	0	0	0	0	21	0	21	0	0	0	0	0	0	0	0	0	11	0	0	0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__Cystobacteraceae; g__Cystobacter
6109	0	0	0	0	0	0	11	27	15	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria
6110	0	0	0	0	0	0	0	26	27	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria
6111	0	0	0	0	0	0	0	19	21	0	0	0	0	0	0	0	0	0	13	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Clostridium
6112	0	0	0	0	0	0	0	19	12	0	0	0	11	0	0	0	0	0	0	11	0	0	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae
6113	0	0	0	0	0	0	0	17	36	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae
6114	0	0	0	0	0	0	0	10	36	0	0	0	0	0	0	0	0	0	7	0	0	0	k__Bacteria; p__Acidobacteria; c__Acidobacteriia; o__Acidobacteriales; f__Koribacteraceae; g__Candidatus Koribacter; s__versatilis
6115	0	0	0	0	0	0	0	8	24	21	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Gemmatales; f__Gemmataceae; g__; s__
6116	0	0	0	0	0	0	0	0	5	20	0	0	0	0	0	0	0	0	0	0	0	28	k__Bacteria; p__Chloroflexi
6117	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Chloroflexi; c__Ktedonobacteria; o__Ktedonobacterales; f__Ktedonobacteraceae
6118	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Verrucomicrobia; c__[Spartobacteria]; o__[Chthoniobacterales]; f__[Chthoniobacteraceae]; g__DA101; s__
6119	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	32	0	0	0	0	0	0	k__Bacteria; p__Chloroflexi; c__Ktedonobacteria; o__Thermogemmatisporales; f__Thermogemmatisporaceae; g__; s__
6120	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales
6121	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	31	k__Bacteria; p__Chloroflexi; c__Anaerolineae; o__A31; f__; g__; s__
6122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	12	6	0	0	0	0	19	k__Bacteria; p__Firmicutes
6123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	10	0	0	0	0	k__Bacteria; p__NC10; c__12-24; o__; f__; g__; s__
6124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	5	24	0	0	0	0	k__Bacteria; p__Verrucomicrobia; c__[Pedosphaerae]; o__[Pedosphaerales]; f__[Pedosphaeraceae]; g__; s__
6125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae
6126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Planococcaceae
6127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Acetobacteraceae; g__Rhodopila; s__globiformis
6128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	22	k__Bacteria; p__Chloroflexi; c__Thermomicrobia; o__Ellin6537; f__; g__; s__
6129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	k__Bacteria
6130	26	0	0	23	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__WD2101; f__; g__; s__
6131	20	0	0	0	19	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	k__Archaea; p__Euryarchaeota; c__Methanomicrobia; o__Methanocellales; f__Methanocellaceae; g__Methanocella; s__
6132	18	0	0	0	0	23	7	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Actinobacteria
6133	14	0	0	0	0	6	0	0	0	0	0	23	0	0	0	0	9	0	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Brucellaceae; g__Ochrobactrum; s__pseudogrignonense
6134	11	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	8	0	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Beijerinckiaceae; g__Salinarimonas; s__rosea
6135	8	0	7	0	0	0	0	0	0	0	0	24	0	0	0	1	0	0	12	0	0	0	k__Bacteria; p__Verrucomicrobia; c__[Pedosphaerae]; o__[Pedosphaerales]; f__[Pedosphaeraceae]; g__; s__
6136	2	13	1	0	0	1	0	0	0	1	0	29	2	0	0	1	0	0	0	1	0	1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria
6137	2	0	6	0	0	0	0	0	0	18	1	5	0	0	0	0	0	0	0	0	9	11	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales
6138	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Archaea; p__Crenarchaeota; c__Thermoprotei; o__Desulfurococcales; f__Desulfurococcaceae
6139	0	38	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	5	k__Bacteria; p__; c__; o__; f__; g__; s__
6140	0	37	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria
6141	0	35	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria
6142	0	20	0	0	0	0	0	0	0	0	13	0	0	5	0	0	0	0	0	0	0	14	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Nitrosomonadales; f__Nitrosomonadaceae; g__Nitrosospira; s__multiformis
6143	0	19	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Hyphomicrobiaceae; g__Hyphomicrobium; s__sulfonivorans
6144	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	12	k__Bacteria; p__Nitrospirae; c__Nitrospira; o__Nitrospirales; f__FW; g__4-29; s__
6145	0	13	0	0	0	0	9	0	0	0	17	0	0	0	13	0	0	0	0	0	0	0	k__Bacteria; p__Acidobacteria; c__Solibacteres; o__Solibacterales
6146	0	12	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Chloroflexi; c__Ktedonobacteria; o__Thermogemmatisporales; f__Thermogemmatisporaceae; g__; s__
6147	0	10	0	0	0	0	0	0	0	0	17	0	0	0	14	0	0	0	0	0	0	11	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__Cystobacteraceae
6148	0	6	0	0	0	0	0	0	0	0	0	0	12	0	34	0	0	0	0	0	0	0	k__Bacteria
6149	0	2	0	0	0	0	0	0	0	0	3	0	2	0	0	0	0	45	0	0	0	0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Paenibacillaceae
6150	0	1	0	11	0	0	0	0	0	0	4	0	23	13	0	0	0	0	0	0	0	0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Micromonosporaceae
6151	0	0	17	32	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria
6152	0	0	8	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	10	0	21	k__Bacteria; p__Verrucomicrobia; c__[Pedosphaerae]; o__[Pedosphaerales]
6153	0	0	5	0	0	0	0	0	0	0	0	10	6	0	0	0	0	0	8	10	0	13	k__Bacteria; p__Firmicutes
6154	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__mitochondria
6155	0	0	0	35	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Kineosporiaceae; g__Kineosporia; s__aurantiaca
6156	0	0	0	17	0	0	0	6	0	0	0	17	0	0	0	12	0	0	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Xanthobacteraceae; g__Labrys; s__
6157	0	0	0	11	0	0	0	0	0	0	0	18	23	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Rhodospirillaceae; g__Skermanella; s__xinjiangensis
6158	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	k__Bacteria; p__Armatimonadetes; c__SJA-176; o__GAB-B06; f__; g__; s__
6159	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Thermomonosporaceae; g__Actinomadura
6160	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfuromonadales; f__Pelobacteraceae; g__Desulfuromonas; s__michiganensis
6161	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Clostridium
6162	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__; c__; o__; f__; g__; s__
6163	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Thermomonosporaceae; g__Actinomadura
6164	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae
6165	0	0	0	0	10	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Rhodospirillaceae; g__Reyranella; s__massiliensis
6166	0	0	0	0	6	0	0	9	26	0	0	0	0	0	0	0	0	0	11	0	0	0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__Polyangiaceae
6167	0	0	0	0	1	0	0	0	10	0	0	0	0	0	0	0	0	21	20	0	0	0	k__Bacteria; p__Acidobacteria; c__Acidobacteriia; o__Acidobacteriales; f__Acidobacteriaceae
6168	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Chloroflexi; c__Ktedonobacteria; o__Thermogemmatisporales; f__Thermogemmatisporaceae; g__; s__
6169	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales
6170	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Clostridium; s__acetobutylicum
6171	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria
6172	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Zetaproteobacteria; o__Mariprofundales; f__Mariprofundaceae; g__; s__
6173	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales
6174	0	0	0	0	0	44	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria
6175	0	0	0	0	0	39	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	k__Bacteria; p__Chloroflexi; c__Ktedonobacteria; o__Thermogemmatisporales; f__Thermogemmatisporaceae; g__; s__
6176	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__Nitrobacteria; s__hamadaniensis
6177	0	0	0	0	0	22	0	0	0	0	0	14	0	0	0	0	16	0	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Acetobacteraceae; g__Rhodopila; s__globiformis
6178	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Acidobacteria; c__Acidobacteriia; o__Acidobacteriales; f__Acidobacteriaceae; g__Acidicapsa; s__ligni
6179	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Chloroflexi; c__Ktedonobacteria; o__Thermogemmatisporales; f__Thermogemmatisporaceae; g__; s__
6180	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	k__Bacteria; p__Chloroflexi; c__Ktedonobacteria; o__Thermogemmatisporales; f__Thermogemmatisporaceae; g__; s__
6181	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Thermomonosporaceae; g__Actinomadura
6182	0	0	0	0	0	0	27	0	0	0	0	0	0	20	0	0	5	0	0	0	0	0	k__Bacteria; p__Chloroflexi; c__Ktedonobacteria; o__Thermogemmatisporales; f__Thermogemmatisporaceae; g__; s__
6183	0	0	0	0	0	0	25	0	7	13	0	0	0	0	0	0	7	0	0	0	0	0	k__Bacteria
6184	0	0	0	0	0	0	19	0	0	0	9	0	0	11	0	0	0	0	0	0	0	13	k__Bacteria; p__WS4; c__; o__; f__; g__; s__
6185	0	0	0	0	0	0	18	12	22	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__MIZ46; f__; g__; s__
6186	0	0	0	0	0	0	9	10	0	0	0	0	0	7	26	0	0	0	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Rhodospirillaceae
6187	0	0	0	0	0	0	8	0	27	17	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__MIZ46; f__; g__; s__
6188	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	15	0	0	0	0	0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Micrococcaceae; g__Arthrobacter
6189	0	0	0	0	0	0	0	25	27	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Chloroflexi; c__Ktedonobacteria; o__Thermogemmatisporales; f__Thermogemmatisporaceae; g__; s__
6190	0	0	0	0	0	0	0	22	0	6	0	0	0	0	14	0	0	0	9	0	0	1	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Micromonosporaceae
6191	0	0	0	0	0	0	0	0	33	19	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Beijerinckiaceae
6192	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	10	0	0	26	0	9	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Actinosynnemataceae; g__Kutzneria; s__
6193	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Acidobacteria; c__Solibacteres; o__Solibacterales; f__MVS-65; g__; s__
6194	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Actinobacteria; c__Thermoleophilia
6195	0	0	0	0	0	0	0	0	0	16	0	0	17	0	0	0	0	0	0	0	19	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales
6196	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	13	k__Bacteria; p__Acidobacteria; c__Solibacteres; o__Solibacterales
6197	0	0	0	0	0	0	0	0	0	0	22	0	0	30	0	0	0	0	0	0	0	0	k__Bacteria; p__Chloroflexi; c__Ktedonobacteria; o__Thermogemmatisporales; f__Thermogemmatisporaceae; g__; s__
6198	0	0	0	0	0	0	0	0	0	0	18	0	0	0	34	0	0	0	0	0	0	0	k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Gaiellales; f__Gaiellaceae; g__Gaiella; s__occulta
6199	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__WS3; c__PRR-12; o__Sediment-1; f__PRR-10; g__; s__
6200	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	33	0	0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Kineosporiaceae; g__Kineosporia; s__aurantiaca
6201	0	0	0	0	0	0	0	0	0	0	0	0	11	14	0	0	0	0	0	15	0	12	k__Bacteria; p__Proteobacteria
6202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales; f__; g__; s__
6203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	k__Archaea; p__Crenarchaeota; c__MCG; o__pGrfC26; f__; g__; s__
6204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	k__Bacteria; p__Chloroflexi; c__Ktedonobacteria; o__Thermogemmatisporales; f__Thermogemmatisporaceae; g__; s__
6205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	28	0	0	0	0	0	k__Bacteria; p__Acidobacteria; c__DA052; o__Ellin6513; f__; g__; s__
6206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	k__Bacteria
6207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Gaiellales; f__Gaiellaceae; g__Gaiella; s__occulta
6208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria
6209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales
6210	25	0	0	0	0	0	6	0	0	9	0	0	0	0	0	11	0	0	0	0	0	0	k__Bacteria; p__Gemmatimonadetes; c__Gemmatimonadetes; o__Gemmatimonadales; f__Ellin5301; g__; s__
6211	24	0	0	0	0	0	6	10	9	0	0	2	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Hyphomicrobiaceae; g__Hyphomicrobium; s__sulfonivorans
6212	18	0	0	0	21	0	5	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Actinospicaceae; g__Actinospica
6213	15	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Oceanospirillales
6214	8	0	0	0	25	0	0	0	0	0	0	3	0	0	0	15	0	0	0	0	0	0	k__Bacteria; p__Acidobacteria; c__Acidobacteriia; o__Acidobacteriales; f__Acidobacteriaceae; g__Edaphobacter; s__modestum
6215	7	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Gemmatales; f__Isosphaeraceae; g__Nostocoida; s__limicola III
6216	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Erythrobacteraceae; g__Porphyrobacter
6217	0	25	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales
6218	0	18	0	0	0	0	0	0	0	0	26	0	0	0	7	0	0	0	0	0	0	0	k__Bacteria; p__Gemmatimonadetes; c__Gemmatimonadetes; o__KD8-87; f__; g__; s__
6219	0	16	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	k__Bacteria; p__; c__; o__; f__; g__; s__
6220	0	14	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	23	k__Bacteria; p__; c__; o__; f__; g__; s__
6221	0	11	0	0	0	0	0	0	0	0	17	0	23	0	0	0	0	0	0	0	0	0	k__Archaea; p__Crenarchaeota; c__Thaumarchaeota; o__Cenarchaeales; f__SAGMA-X
6222	0	8	0	15	0	0	0	0	0	0	11	0	7	0	0	0	0	0	0	0	0	10	k__Bacteria; p__Chloroflexi; c__Ktedonobacteria
6223	0	6	0	0	0	0	0	0	0	0	8	0	0	0	0	0	13	0	9	6	0	9	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Rhodospirillaceae
6224	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Actinobacteria
6225	0	0	26	17	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__; g__; s__
6226	0	0	19	5	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae
6227	0	0	14	14	0	0	0	0	0	0	4	6	9	4	0	0	0	0	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales; f__Legionellaceae
6228	0	0	11	12	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__; g__; s__
6229	0	0	0	41	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	k__Archaea; p__Euryarchaeota; c__Methanomicrobia; o__Methanocellales; f__Methanocellaceae; g__Methanocella; s__
6230	0	0	0	32	0	0	0	0	0	0	0	11	0	8	0	0	0	0	0	0	0	0	k__Bacteria; p__Armatimonadetes; c__0319-6E2; o__; f__; g__; s__
6231	0	0	0	30	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales; f__Legionellaceae; g__Legionella
6232	0	0	0	29	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Chloroflexi; c__Ktedonobacteria; o__Thermogemmatisporales; f__Thermogemmatisporaceae; g__; s__
6233	0	0	0	16	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__; c__; o__; f__; g__; s__
6234	0	0	0	15	0	0	12	0	0	0	0	0	18	6	0	0	0	0	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__Polyangiaceae
6235	0	0	0	15	0	0	0	0	0	0	6	10	13	0	7	0	0	0	0	0	0	0	k__Bacteria
6236	0	0	0	4	0	0	0	4	0	0	0	12	0	0	0	31	0	0	0	0	0	0	k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__; f__; g__; s__
6237	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Chloroflexi; c__Ktedonobacteria; o__Ktedonobacterales; f__Ktedonobacteraceae; g__; s__
6238	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Verrucomicrobia; c__[Pedosphaerae]; o__[Pedosphaerales]; f__[Pedosphaeraceae]; g__; s__
6239	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Actinobacteria
6240	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Chlamydiae; c__Chlamydiia; o__; f__; g__; s__
6241	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae
6242	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae
6243	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Gemmatales; f__Gemmataceae; g__Gemmata; s__
6244	0	0	0	0	17	0	0	9	0	0	0	0	0	0	0	0	0	0	0	25	0	0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Microbacteriaceae; g__Leifsonia
6245	0	0	0	0	10	36	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Acidobacteria; c__Acidobacteriia; o__Acidobacteriales; f__Acidobacteriaceae
