;Permanent;Permanent;Permanent;Permanent;Permanent;Permanent;Permanent;Permanent;Permanent;Permanent;Permanent;Permanent;Seasonal;Seasonal;Seasonal;Seasonal;Seasonal;Seasonal;Seasonal;Seasonal;Seasonal;Seasonal;Seasonal;Seasonal
;Rainy;Rainy;Dry;Dry;Rainy;Rainy;Dry;Dry;Rainy;Rainy;Dry;Dry;Rainy;Rainy;Dry;Dry;Rainy;Rainy;Dry;Dry;Rainy;Rainy;Dry;Dry
;HA;Soil;HA;Soil;HA;Soil;HA;Soil;HA;Soil;HA;Soil;HA;Soil;HA;Soil;HA;Soil;HA;Soil;HA;Soil;AH;Soil
;P01;P01;P01;P01;P03;P03;P03;P03;P02;P02;P02;P02;P01;P01;P01;P01;P03;P03;P03;P03;P02;P02;P02;P02
Time;Counts;Counts;Counts;Counts;Counts;Counts;Counts;Counts;Counts;Counts;Counts;Counts;Counts;Counts;Counts;Counts;Counts;Counts;Counts;Counts;Counts;Counts;Counts;Counts
0.665;197.00;43061.00;307.00;1054.00;2807.00;2418.00;0.00;170.00;1172.00;10447.00;315.00;195.00;0.00;0.00;0.00;0.00;159.00;0.00;4625.00;0.00;1673.00;24925.00;0.00;167.00
0.671;0.00;43063.00;0.00;1077.00;3053.00;2163.00;0.00;177.00;1518.00;11660.00;0.00;150.00;0.00;0.00;0.00;153.00;163.00;0.00;5479.00;0.00;650.00;25914.00;0.00;0.00
0.677;193.00;42542.00;361.00;1402.00;2582.00;2865.00;0.00;176.00;1990.00;11253.00;0.00;0.00;181.00;0.00;0.00;150.00;0.00;0.00;4893.00;0.00;1112.00;24695.00;0.00;0.00
0.682;0.00;40686.00;232.00;1204.00;2546.00;2167.00;0.00;192.00;857.00;12221.00;160.00;0.00;0.00;320.00;0.00;156.00;187.00;0.00;5046.00;0.00;709.00;24475.00;0.00;0.00
0.688;186.00;42553.00;205.00;1354.00;3123.00;1694.00;0.00;0.00;945.00;10562.00;0.00;157.00;0.00;0.00;0.00;0.00;347.00;0.00;5479.00;0.00;1429.00;23503.00;0.00;425.00
0.694;0.00;42840.00;231.00;1545.00;3125.00;1655.00;0.00;152.00;1172.00;12122.00;0.00;226.00;168.00;157.00;0.00;0.00;327.00;0.00;5238.00;0.00;1109.00;23311.00;0.00;195.00
0.700;0.00;40404.00;377.00;1165.00;2885.00;2055.00;0.00;0.00;1470.00;10112.00;199.00;0.00;0.00;174.00;0.00;167.00;0.00;154.00;4907.00;0.00;804.00;24361.00;0.00;182.00
0.705;0.00;41557.00;162.00;1068.00;2695.00;2370.00;0.00;0.00;1256.00;11474.00;178.00;156.00;166.00;171.00;0.00;0.00;0.00;0.00;4106.00;0.00;678.00;23987.00;0.00;170.00
0.711;0.00;41150.00;287.00;1115.00;2659.00;2531.00;0.00;169.00;1074.00;11537.00;188.00;151.00;328.00;480.00;0.00;399.00;0.00;0.00;4408.00;0.00;791.00;23313.00;377.00;169.00
0.717;0.00;42621.00;259.00;1070.00;2531.00;2306.00;0.00;155.00;1595.00;10805.00;0.00;172.00;0.00;0.00;0.00;391.00;304.00;0.00;4658.00;0.00;1595.00;25726.00;0.00;197.00
0.722;0.00;42480.00;236.00;1198.00;3181.00;2105.00;0.00;0.00;1512.00;11904.00;386.00;182.00;156.00;155.00;0.00;193.00;176.00;0.00;4412.00;0.00;1093.00;24560.00;0.00;376.00
0.728;0.00;42008.00;168.00;1586.00;2000.00;2231.00;170.00;170.00;1272.00;11944.00;159.00;331.00;476.00;306.00;0.00;200.00;553.00;0.00;4830.00;0.00;1317.00;22650.00;0.00;210.00
0.734;0.00;42531.00;490.00;1175.00;2573.00;2064.00;0.00;163.00;1009.00;11227.00;701.00;0.00;163.00;151.00;0.00;0.00;0.00;0.00;4001.00;0.00;668.00;24041.00;0.00;533.00
0.740;0.00;43620.00;299.00;1450.00;2980.00;2569.00;0.00;161.00;1345.00;10634.00;155.00;0.00;185.00;319.00;0.00;190.00;536.00;0.00;5109.00;0.00;1265.00;24109.00;0.00;0.00
0.745;0.00;40994.00;422.00;1684.00;2279.00;2425.00;0.00;206.00;1717.00;11132.00;350.00;0.00;164.00;152.00;0.00;0.00;401.00;0.00;4903.00;0.00;987.00;23298.00;0.00;212.00
0.751;0.00;42178.00;584.00;1277.00;2334.00;2642.00;0.00;0.00;1428.00;11741.00;352.00;168.00;0.00;431.00;0.00;386.00;697.00;0.00;4837.00;0.00;916.00;22394.00;0.00;332.00
0.757;151.00;40369.00;203.00;1331.00;2159.00;1843.00;0.00;0.00;1546.00;12360.00;206.00;156.00;167.00;316.00;0.00;0.00;0.00;0.00;4667.00;0.00;1115.00;22820.00;163.00;179.00
0.762;151.00;43241.00;0.00;846.00;2383.00;2299.00;0.00;0.00;1779.00;12068.00;376.00;165.00;0.00;191.00;0.00;0.00;214.00;0.00;4206.00;0.00;686.00;21651.00;0.00;393.00
0.768;0.00;42399.00;211.00;1525.00;2740.00;2423.00;0.00;237.00;1453.00;11445.00;488.00;171.00;0.00;259.00;0.00;162.00;160.00;0.00;4952.00;0.00;762.00;24083.00;0.00;493.00
0.774;0.00;42199.00;572.00;825.00;3025.00;1808.00;0.00;0.00;922.00;11128.00;188.00;425.00;0.00;329.00;0.00;337.00;0.00;0.00;3860.00;0.00;747.00;21789.00;0.00;198.00
0.780;0.00;40277.00;239.00;880.00;2026.00;1914.00;0.00;328.00;1254.00;12110.00;0.00;0.00;151.00;0.00;0.00;0.00;255.00;0.00;3907.00;0.00;1023.00;22686.00;152.00;579.00
0.785;0.00;41933.00;202.00;1054.00;2285.00;1998.00;0.00;210.00;1540.00;11560.00;171.00;320.00;0.00;205.00;0.00;0.00;557.00;0.00;4357.00;0.00;905.00;21659.00;0.00;621.00
0.791;0.00;40339.00;182.00;1577.00;2633.00;1991.00;0.00;0.00;1143.00;11422.00;187.00;0.00;0.00;322.00;0.00;0.00;608.00;0.00;4622.00;0.00;859.00;22349.00;0.00;0.00
0.797;160.00;40418.00;260.00;1034.00;3021.00;1620.00;0.00;0.00;2011.00;11268.00;0.00;165.00;0.00;412.00;0.00;0.00;0.00;0.00;4798.00;0.00;858.00;22661.00;0.00;175.00
0.802;0.00;40086.00;458.00;1138.00;2158.00;2150.00;0.00;362.00;1218.00;11466.00;152.00;0.00;179.00;559.00;0.00;0.00;334.00;0.00;4848.00;153.00;1058.00;21403.00;0.00;401.00
0.808;0.00;40401.00;231.00;1415.00;1914.00;1649.00;0.00;354.00;1433.00;11236.00;526.00;0.00;188.00;561.00;0.00;312.00;531.00;0.00;4610.00;0.00;1400.00;21418.00;0.00;154.00
0.814;0.00;41142.00;389.00;1582.00;2552.00;2294.00;0.00;156.00;647.00;11859.00;389.00;192.00;0.00;529.00;0.00;0.00;179.00;159.00;4465.00;0.00;809.00;22827.00;0.00;216.00
0.820;163.00;41538.00;397.00;1230.00;2746.00;1493.00;0.00;167.00;1756.00;11926.00;349.00;0.00;0.00;165.00;0.00;0.00;359.00;0.00;4216.00;0.00;1409.00;21828.00;0.00;155.00
0.825;0.00;40370.00;387.00;1051.00;1996.00;1968.00;0.00;0.00;1075.00;11267.00;194.00;188.00;0.00;204.00;0.00;0.00;356.00;0.00;4016.00;0.00;867.00;21925.00;0.00;163.00
0.831;0.00;42646.00;388.00;635.00;2593.00;1676.00;0.00;207.00;1078.00;11989.00;530.00;0.00;0.00;623.00;0.00;226.00;153.00;0.00;4346.00;0.00;1337.00;23110.00;0.00;195.00
0.837;0.00;42603.00;234.00;1197.00;1968.00;1674.00;0.00;167.00;1636.00;11801.00;170.00;155.00;155.00;596.00;0.00;155.00;210.00;0.00;4251.00;0.00;966.00;22055.00;154.00;354.00
0.843;0.00;41826.00;230.00;1058.00;2506.00;1976.00;0.00;330.00;1415.00;11870.00;165.00;0.00;165.00;410.00;0.00;161.00;381.00;0.00;4050.00;0.00;1224.00;20565.00;0.00;188.00
0.848;155.00;40885.00;250.00;1077.00;2339.00;2053.00;0.00;0.00;765.00;11952.00;167.00;0.00;160.00;835.00;0.00;0.00;155.00;0.00;3980.00;0.00;1034.00;21145.00;0.00;0.00
0.854;175.00;40239.00;236.00;1363.00;2323.00;1728.00;0.00;158.00;709.00;11753.00;159.00;0.00;0.00;166.00;0.00;0.00;187.00;0.00;4164.00;0.00;600.00;22122.00;0.00;0.00
0.860;172.00;39742.00;305.00;995.00;2465.00;1845.00;152.00;327.00;1452.00;11208.00;227.00;160.00;220.00;200.00;0.00;154.00;168.00;0.00;4618.00;162.00;482.00;19903.00;0.00;0.00
0.865;0.00;39334.00;324.00;1149.00;2329.00;1630.00;0.00;197.00;1138.00;11707.00;169.00;191.00;171.00;0.00;0.00;0.00;0.00;0.00;3721.00;0.00;599.00;21633.00;0.00;0.00
0.871;156.00;39420.00;159.00;860.00;2441.00;1543.00;0.00;349.00;1210.00;13024.00;349.00;155.00;0.00;215.00;0.00;0.00;0.00;0.00;3302.00;0.00;1024.00;19747.00;0.00;0.00
0.877;0.00;39918.00;204.00;1183.00;2172.00;1624.00;0.00;192.00;950.00;11210.00;531.00;0.00;0.00;0.00;156.00;0.00;159.00;0.00;4856.00;0.00;845.00;21068.00;0.00;0.00
0.883;152.00;41074.00;211.00;1196.00;2945.00;1529.00;0.00;472.00;1059.00;12213.00;0.00;163.00;182.00;184.00;0.00;200.00;0.00;0.00;3816.00;0.00;725.00;21123.00;184.00;0.00
0.888;0.00;39470.00;153.00;1530.00;1883.00;2162.00;0.00;0.00;920.00;11933.00;164.00;0.00;161.00;0.00;0.00;166.00;165.00;0.00;3608.00;0.00;1365.00;20646.00;0.00;0.00
0.894;0.00;40683.00;195.00;828.00;2101.00;1530.00;0.00;189.00;1288.00;11726.00;189.00;0.00;227.00;158.00;0.00;155.00;350.00;0.00;4305.00;0.00;742.00;20633.00;0.00;234.00
0.900;0.00;41038.00;225.00;1239.00;1989.00;2020.00;0.00;0.00;1214.00;12508.00;308.00;0.00;0.00;197.00;155.00;0.00;0.00;0.00;3773.00;0.00;702.00;20875.00;0.00;366.00
0.905;0.00;40932.00;203.00;1366.00;2452.00;1436.00;0.00;0.00;1332.00;13222.00;0.00;0.00;179.00;674.00;0.00;0.00;171.00;0.00;4233.00;0.00;942.00;19890.00;0.00;172.00
0.911;0.00;38568.00;237.00;1342.00;1956.00;1760.00;0.00;0.00;971.00;11817.00;518.00;0.00;160.00;363.00;0.00;168.00;507.00;0.00;3947.00;0.00;785.00;19489.00;0.00;0.00
0.917;0.00;41625.00;311.00;960.00;2643.00;982.00;0.00;0.00;1166.00;12208.00;161.00;0.00;156.00;0.00;0.00;154.00;352.00;0.00;4483.00;0.00;406.00;19605.00;0.00;357.00
0.923;0.00;41451.00;0.00;915.00;2076.00;1392.00;0.00;175.00;1516.00;12235.00;0.00;0.00;161.00;0.00;0.00;203.00;187.00;0.00;3530.00;0.00;680.00;21074.00;0.00;329.00
0.928;0.00;39484.00;524.00;803.00;2975.00;1736.00;0.00;224.00;1597.00;11564.00;525.00;0.00;162.00;0.00;0.00;0.00;0.00;0.00;4276.00;0.00;1154.00;19843.00;0.00;162.00
0.934;0.00;40560.00;200.00;1306.00;3308.00;1145.00;0.00;0.00;1247.00;11393.00;172.00;0.00;0.00;0.00;0.00;150.00;186.00;174.00;4818.00;0.00;755.00;20277.00;0.00;375.00
0.940;0.00;38567.00;247.00;699.00;1885.00;1603.00;0.00;323.00;1656.00;12900.00;292.00;0.00;202.00;158.00;0.00;0.00;163.00;0.00;3742.00;0.00;646.00;20862.00;0.00;0.00
0.946;163.00;40971.00;150.00;1625.00;2535.00;1047.00;0.00;0.00;1168.00;12374.00;0.00;0.00;0.00;418.00;0.00;0.00;0.00;0.00;4611.00;0.00;979.00;19728.00;0.00;0.00
0.951;0.00;39725.00;233.00;1111.00;2179.00;1963.00;0.00;185.00;709.00;12942.00;169.00;0.00;161.00;202.00;0.00;0.00;0.00;0.00;4228.00;0.00;760.00;21038.00;0.00;0.00
0.957;0.00;39994.00;418.00;989.00;2304.00;2365.00;0.00;153.00;976.00;10458.00;732.00;0.00;157.00;169.00;0.00;0.00;163.00;0.00;4482.00;0.00;1320.00;20004.00;0.00;203.00
0.963;0.00;39536.00;234.00;918.00;2126.00;1404.00;0.00;219.00;1379.00;11693.00;182.00;0.00;347.00;210.00;0.00;0.00;372.00;0.00;4018.00;0.00;897.00;20094.00;0.00;401.00
0.968;202.00;39261.00;345.00;564.00;2201.00;1518.00;0.00;356.00;1236.00;12889.00;418.00;0.00;0.00;729.00;0.00;0.00;0.00;193.00;3984.00;155.00;1227.00;19745.00;0.00;508.00
0.974;0.00;38573.00;195.00;1018.00;2546.00;1399.00;150.00;0.00;1328.00;12657.00;181.00;177.00;160.00;355.00;0.00;151.00;0.00;0.00;3364.00;0.00;580.00;18839.00;0.00;410.00
0.980;318.00;39582.00;233.00;1114.00;2811.00;1541.00;0.00;0.00;1240.00;12587.00;157.00;0.00;152.00;679.00;0.00;0.00;510.00;0.00;3892.00;0.00;800.00;19909.00;0.00;274.00
0.986;177.00;39670.00;355.00;894.00;2058.00;1538.00;0.00;0.00;1103.00;12339.00;582.00;0.00;222.00;0.00;0.00;0.00;342.00;0.00;3415.00;0.00;1133.00;19058.00;0.00;486.00
0.991;339.00;38256.00;172.00;955.00;2193.00;1849.00;0.00;0.00;1467.00;12195.00;345.00;0.00;0.00;168.00;0.00;0.00;0.00;0.00;3684.00;0.00;888.00;19265.00;0.00;331.00
0.997;0.00;39871.00;200.00;951.00;1906.00;1870.00;0.00;0.00;1484.00;11276.00;330.00;159.00;0.00;210.00;0.00;157.00;212.00;0.00;4090.00;0.00;1238.00;17781.00;0.00;0.00
1.003;0.00;39869.00;215.00;1656.00;2280.00;1347.00;0.00;0.00;1012.00;12033.00;201.00;0.00;0.00;368.00;0.00;161.00;208.00;0.00;4246.00;0.00;1129.00;19445.00;0.00;333.00
1.008;0.00;40720.00;472.00;961.00;2440.00;1591.00;0.00;381.00;1148.00;13464.00;344.00;161.00;0.00;362.00;0.00;158.00;0.00;0.00;3851.00;0.00;670.00;19138.00;0.00;0.00
1.014;183.00;40381.00;233.00;836.00;1281.00;1893.00;0.00;153.00;666.00;13776.00;235.00;157.00;163.00;417.00;0.00;158.00;366.00;0.00;3284.00;0.00;532.00;19472.00;153.00;620.00
1.020;0.00;38849.00;175.00;864.00;2370.00;1484.00;164.00;182.00;1102.00;11828.00;682.00;335.00;0.00;333.00;0.00;0.00;340.00;0.00;4773.00;0.00;456.00;19335.00;0.00;178.00
1.026;0.00;38946.00;303.00;1458.00;1924.00;1600.00;0.00;0.00;1468.00;12344.00;516.00;0.00;0.00;0.00;0.00;167.00;0.00;0.00;3901.00;0.00;652.00;17908.00;0.00;0.00
1.031;0.00;40272.00;397.00;1049.00;1848.00;1080.00;0.00;0.00;758.00;11163.00;615.00;0.00;188.00;0.00;0.00;211.00;417.00;0.00;4039.00;0.00;742.00;18914.00;0.00;401.00
1.037;0.00;39752.00;312.00;969.00;2509.00;1737.00;0.00;0.00;901.00;13227.00;340.00;0.00;155.00;152.00;0.00;351.00;530.00;0.00;3788.00;0.00;927.00;19986.00;0.00;0.00
1.043;160.00;39871.00;176.00;928.00;1554.00;1649.00;0.00;0.00;1874.00;12449.00;533.00;0.00;200.00;0.00;0.00;0.00;0.00;0.00;4456.00;175.00;1296.00;18051.00;0.00;150.00
1.049;310.00;39722.00;380.00;1270.00;2270.00;2245.00;0.00;325.00;724.00;12682.00;488.00;0.00;0.00;0.00;0.00;0.00;276.00;0.00;4759.00;0.00;937.00;18663.00;0.00;467.00
1.054;0.00;38825.00;166.00;1473.00;2434.00;1346.00;0.00;172.00;1501.00;11357.00;793.00;0.00;0.00;162.00;0.00;0.00;0.00;0.00;4010.00;0.00;967.00;17919.00;0.00;0.00
1.060;175.00;38619.00;234.00;967.00;1848.00;2458.00;0.00;0.00;1194.00;13553.00;177.00;0.00;193.00;0.00;167.00;0.00;0.00;0.00;3207.00;0.00;742.00;18460.00;158.00;346.00
1.066;0.00;39087.00;407.00;1342.00;1807.00;1267.00;0.00;0.00;1185.00;12842.00;939.00;0.00;0.00;395.00;0.00;213.00;339.00;0.00;4011.00;0.00;838.00;18433.00;205.00;170.00
1.071;0.00;39719.00;428.00;758.00;2902.00;1503.00;0.00;150.00;1101.00;11773.00;512.00;0.00;0.00;0.00;0.00;161.00;183.00;0.00;3931.00;0.00;586.00;17850.00;0.00;422.00
1.077;166.00;38731.00;243.00;897.00;2426.00;1847.00;0.00;193.00;801.00;12778.00;227.00;0.00;197.00;0.00;0.00;153.00;0.00;0.00;3463.00;0.00;1064.00;18337.00;0.00;0.00
1.083;163.00;38838.00;484.00;797.00;2139.00;1772.00;200.00;222.00;1189.00;12772.00;366.00;0.00;0.00;187.00;0.00;0.00;246.00;0.00;4426.00;0.00;846.00;18425.00;0.00;378.00
1.089;203.00;38837.00;329.00;1635.00;2177.00;1677.00;0.00;0.00;1390.00;12798.00;920.00;0.00;230.00;215.00;0.00;166.00;194.00;0.00;4308.00;172.00;1526.00;17552.00;0.00;355.00
1.094;0.00;38262.00;451.00;1011.00;2195.00;1252.00;0.00;0.00;1270.00;11838.00;752.00;187.00;192.00;209.00;0.00;0.00;321.00;0.00;2911.00;0.00;750.00;18785.00;0.00;179.00
1.100;0.00;39678.00;156.00;1314.00;1757.00;1491.00;0.00;0.00;1725.00;13140.00;472.00;0.00;0.00;154.00;0.00;0.00;354.00;0.00;3765.00;0.00;836.00;18413.00;0.00;152.00
1.106;0.00;40969.00;193.00;1736.00;1981.00;1209.00;0.00;178.00;1519.00;11409.00;861.00;170.00;0.00;155.00;0.00;166.00;0.00;0.00;3586.00;0.00;1231.00;17046.00;0.00;276.00
1.111;181.00;38493.00;481.00;1412.00;1913.00;1727.00;0.00;193.00;1454.00;13773.00;920.00;0.00;175.00;304.00;0.00;0.00;247.00;181.00;3734.00;0.00;873.00;18631.00;0.00;0.00
1.117;174.00;39953.00;368.00;1282.00;2041.00;1735.00;0.00;0.00;1453.00;14090.00;889.00;0.00;195.00;172.00;0.00;0.00;501.00;0.00;2789.00;0.00;1001.00;18018.00;0.00;188.00
1.123;0.00;38470.00;229.00;1186.00;2155.00;1481.00;0.00;234.00;1288.00;13076.00;488.00;0.00;165.00;328.00;0.00;0.00;345.00;0.00;4036.00;0.00;1202.00;17197.00;171.00;414.00
1.129;0.00;39785.00;345.00;939.00;1876.00;1439.00;0.00;0.00;862.00;12811.00;852.00;0.00;184.00;187.00;0.00;177.00;0.00;0.00;3687.00;0.00;845.00;17186.00;166.00;218.00
1.134;217.00;38817.00;263.00;1339.00;1468.00;1222.00;0.00;163.00;1614.00;13734.00;573.00;0.00;386.00;0.00;0.00;180.00;332.00;0.00;3809.00;0.00;1022.00;17325.00;0.00;176.00
1.140;160.00;39056.00;313.00;1228.00;1885.00;1824.00;0.00;151.00;1128.00;13697.00;477.00;0.00;214.00;198.00;0.00;201.00;156.00;0.00;3785.00;0.00;937.00;17235.00;0.00;167.00
1.146;0.00;38247.00;376.00;2040.00;2140.00;1359.00;0.00;0.00;880.00;14245.00;647.00;181.00;0.00;168.00;0.00;166.00;188.00;0.00;3757.00;0.00;814.00;16706.00;0.00;370.00
1.152;0.00;39327.00;236.00;1196.00;2695.00;1215.00;0.00;326.00;1275.00;12815.00;577.00;207.00;0.00;374.00;0.00;0.00;352.00;0.00;4016.00;0.00;1036.00;17911.00;0.00;191.00
1.157;362.00;40255.00;211.00;1374.00;2215.00;899.00;184.00;0.00;776.00;13111.00;1228.00;0.00;380.00;162.00;0.00;0.00;0.00;0.00;3766.00;0.00;951.00;17746.00;154.00;154.00
1.163;162.00;39626.00;391.00;552.00;1892.00;1348.00;0.00;0.00;1572.00;14626.00;479.00;0.00;0.00;197.00;0.00;0.00;184.00;0.00;3690.00;0.00;689.00;17155.00;0.00;228.00
1.169;163.00;39416.00;410.00;1529.00;1930.00;1061.00;0.00;153.00;952.00;14038.00;812.00;0.00;161.00;373.00;0.00;0.00;150.00;0.00;3832.00;0.00;1312.00;17066.00;153.00;328.00
1.174;314.00;39881.00;429.00;1101.00;2183.00;1912.00;0.00;210.00;1352.00;13203.00;998.00;0.00;333.00;388.00;0.00;164.00;0.00;0.00;3776.00;0.00;803.00;16795.00;173.00;396.00
1.180;196.00;38380.00;361.00;1061.00;1929.00;1451.00;0.00;0.00;668.00;13983.00;1017.00;218.00;0.00;0.00;0.00;181.00;0.00;0.00;3953.00;199.00;828.00;15967.00;0.00;282.00
1.186;0.00;38617.00;160.00;1141.00;2375.00;1364.00;0.00;0.00;1074.00;13226.00;1031.00;0.00;0.00;0.00;0.00;0.00;312.00;0.00;3433.00;0.00;454.00;16449.00;0.00;175.00
1.192;0.00;39241.00;438.00;698.00;1424.00;810.00;0.00;486.00;928.00;13393.00;1157.00;0.00;0.00;329.00;155.00;151.00;168.00;0.00;3259.00;0.00;1292.00;17657.00;0.00;337.00
1.197;0.00;38054.00;194.00;1357.00;2147.00;1554.00;0.00;0.00;793.00;14039.00;1440.00;0.00;0.00;156.00;0.00;316.00;0.00;0.00;3803.00;0.00;797.00;17557.00;0.00;0.00
1.203;0.00;39217.00;155.00;1364.00;1726.00;1257.00;0.00;0.00;940.00;13388.00;991.00;344.00;225.00;150.00;0.00;0.00;154.00;0.00;4032.00;0.00;512.00;16767.00;0.00;224.00
1.209;0.00;37898.00;200.00;930.00;1886.00;1109.00;0.00;157.00;1452.00;13580.00;954.00;199.00;210.00;0.00;0.00;182.00;195.00;0.00;3725.00;0.00;1107.00;16972.00;0.00;0.00
1.214;0.00;38870.00;390.00;616.00;2155.00;934.00;0.00;0.00;1065.00;14292.00;693.00;0.00;198.00;194.00;0.00;0.00;361.00;0.00;3670.00;0.00;566.00;18114.00;0.00;321.00
1.220;151.00;37436.00;380.00;862.00;1705.00;1391.00;0.00;167.00;1356.00;13180.00;999.00;150.00;0.00;155.00;0.00;0.00;167.00;0.00;3592.00;0.00;586.00;16248.00;0.00;0.00
1.226;0.00;37552.00;382.00;2138.00;1636.00;835.00;0.00;0.00;1218.00;14535.00;1013.00;178.00;334.00;0.00;166.00;152.00;206.00;0.00;3772.00;0.00;1066.00;16908.00;161.00;0.00
1.232;0.00;36955.00;201.00;1509.00;2218.00;1711.00;0.00;208.00;1299.00;14638.00;1277.00;0.00;166.00;163.00;0.00;0.00;0.00;0.00;3275.00;0.00;892.00;17437.00;0.00;0.00
1.237;164.00;37683.00;428.00;1178.00;2447.00;1233.00;0.00;0.00;1550.00;13811.00;1218.00;0.00;176.00;0.00;0.00;0.00;0.00;0.00;4405.00;0.00;601.00;16572.00;0.00;206.00
1.243;0.00;37600.00;195.00;1120.00;1610.00;1477.00;249.00;218.00;1707.00;13866.00;1145.00;0.00;402.00;197.00;0.00;0.00;0.00;0.00;2832.00;0.00;808.00;17381.00;0.00;0.00
1.249;307.00;37286.00;150.00;741.00;1886.00;1244.00;0.00;0.00;1865.00;14924.00;939.00;0.00;363.00;0.00;0.00;0.00;162.00;0.00;3396.00;0.00;753.00;17022.00;0.00;217.00
1.255;333.00;39065.00;252.00;1054.00;1402.00;1641.00;0.00;0.00;1435.00;13448.00;784.00;0.00;174.00;166.00;0.00;399.00;155.00;0.00;2841.00;0.00;655.00;16140.00;0.00;231.00
1.260;0.00;39320.00;753.00;1582.00;2185.00;1408.00;0.00;167.00;1160.00;14354.00;1254.00;0.00;319.00;355.00;0.00;0.00;171.00;0.00;3894.00;150.00;1569.00;16418.00;0.00;0.00
1.266;0.00;38024.00;242.00;664.00;2278.00;1585.00;0.00;0.00;1043.00;14636.00;815.00;188.00;154.00;168.00;0.00;0.00;513.00;0.00;3060.00;0.00;778.00;16339.00;0.00;156.00
1.272;156.00;37805.00;152.00;1221.00;2274.00;1785.00;171.00;336.00;876.00;13213.00;757.00;0.00;320.00;172.00;323.00;326.00;173.00;0.00;3506.00;0.00;1332.00;15812.00;0.00;324.00
1.277;318.00;37442.00;279.00;1434.00;1577.00;1314.00;0.00;0.00;1329.00;13816.00;1138.00;0.00;341.00;370.00;0.00;0.00;157.00;0.00;4679.00;0.00;737.00;17348.00;0.00;321.00
1.283;155.00;37715.00;183.00;1195.00;1785.00;1284.00;0.00;192.00;978.00;14470.00;1085.00;0.00;162.00;155.00;0.00;168.00;168.00;0.00;2484.00;0.00;962.00;16308.00;0.00;172.00
1.289;172.00;37056.00;176.00;1701.00;1960.00;1312.00;0.00;0.00;1148.00;14703.00;1094.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3267.00;0.00;1116.00;15923.00;0.00;326.00
1.295;0.00;37551.00;272.00;1033.00;1672.00;1224.00;173.00;0.00;1447.00;13843.00;1454.00;171.00;0.00;217.00;160.00;0.00;161.00;0.00;3440.00;0.00;506.00;15794.00;0.00;377.00
1.300;172.00;37918.00;234.00;621.00;1912.00;1576.00;165.00;170.00;1374.00;14299.00;1359.00;168.00;363.00;346.00;0.00;0.00;360.00;0.00;3770.00;0.00;705.00;16286.00;168.00;359.00
1.306;0.00;38265.00;170.00;721.00;2032.00;1281.00;0.00;0.00;1604.00;15526.00;1747.00;173.00;0.00;311.00;0.00;0.00;152.00;0.00;3696.00;0.00;1184.00;15244.00;0.00;0.00
1.312;0.00;38787.00;336.00;588.00;1659.00;1436.00;173.00;0.00;745.00;14431.00;1232.00;0.00;359.00;305.00;0.00;0.00;187.00;0.00;3434.00;0.00;993.00;14766.00;0.00;179.00
1.317;0.00;38872.00;327.00;775.00;2484.00;1093.00;310.00;0.00;737.00;14233.00;810.00;0.00;271.00;0.00;0.00;167.00;173.00;0.00;3324.00;0.00;621.00;15221.00;0.00;0.00
1.323;198.00;36720.00;635.00;1278.00;1577.00;1569.00;225.00;0.00;1437.00;13872.00;828.00;0.00;153.00;0.00;0.00;0.00;200.00;0.00;3785.00;0.00;1220.00;15279.00;152.00;174.00
1.329;372.00;37494.00;463.00;772.00;1779.00;1299.00;339.00;150.00;1336.00;14727.00;1110.00;0.00;0.00;319.00;0.00;0.00;340.00;0.00;3185.00;0.00;1008.00;15431.00;0.00;181.00
1.335;0.00;37475.00;392.00;861.00;1785.00;1200.00;254.00;491.00;1579.00;14525.00;1234.00;0.00;0.00;193.00;0.00;185.00;524.00;0.00;3708.00;0.00;1363.00;16062.00;0.00;235.00
1.340;207.00;37371.00;159.00;1173.00;1951.00;1520.00;368.00;205.00;1261.00;14417.00;819.00;0.00;166.00;198.00;0.00;0.00;189.00;0.00;3547.00;0.00;739.00;16812.00;0.00;159.00
1.346;202.00;37047.00;0.00;922.00;2429.00;1089.00;446.00;0.00;1532.00;15480.00;952.00;0.00;345.00;380.00;0.00;0.00;635.00;0.00;3313.00;0.00;443.00;15995.00;0.00;173.00
1.352;370.00;36742.00;0.00;879.00;1675.00;925.00;521.00;0.00;1337.00;14568.00;802.00;0.00;336.00;331.00;0.00;0.00;163.00;0.00;3241.00;0.00;996.00;14807.00;0.00;432.00
1.358;0.00;37796.00;174.00;1302.00;1705.00;1723.00;523.00;0.00;1070.00;14994.00;1019.00;0.00;0.00;188.00;0.00;0.00;336.00;0.00;3129.00;0.00;925.00;14998.00;0.00;0.00
1.363;0.00;36874.00;379.00;659.00;2482.00;1038.00;241.00;0.00;1391.00;15409.00;1511.00;0.00;0.00;0.00;0.00;192.00;379.00;0.00;2950.00;0.00;812.00;14079.00;0.00;344.00
1.369;376.00;38083.00;197.00;681.00;1789.00;1331.00;262.00;158.00;1847.00;15332.00;994.00;0.00;510.00;318.00;0.00;0.00;566.00;0.00;3116.00;0.00;750.00;14311.00;0.00;154.00
1.375;344.00;38173.00;385.00;850.00;2029.00;1423.00;501.00;0.00;994.00;15638.00;1496.00;228.00;209.00;327.00;0.00;0.00;154.00;0.00;3674.00;0.00;643.00;16077.00;0.00;178.00
