;Permanent;Permanent;Permanent;Permanent;Permanent;Permanent;Permanent;Permanent;Permanent;Permanent;Permanent;Permanent;Seasonal;Seasonal;Seasonal;Seasonal;Seasonal;Seasonal;Seasonal;Seasonal;Seasonal;Seasonal;Seasonal;Seasonal
;Rainy;Rainy;Dry;Dry;Rainy;Rainy;Dry;Dry;Rainy;Rainy;Dry;Dry;Rainy;Rainy;Dry;Dry;Rainy;Rainy;Dry;Dry;Rainy;Rainy;Dry;Dry
;HA;Soil;HA;Soil;HA;Soil;HA;Soil;HA;Soil;HA;Soil;HA;Soil;HA;Soil;HA;Soil;HA;Soil;HA;Soil;AH;Soil
;P01;P01;P01;P01;P03;P03;P03;P03;P02;P02;P02;P02;P01;P01;P01;P01;P03;P03;P03;P03;P02;P02;P02;P02
Time;Counts;Counts;Counts;Counts;Counts;Counts;Counts;Counts;Counts;Counts;Counts;Counts;Counts;Counts;Counts;Counts;Counts;Counts;Counts;Counts;Counts;Counts;Counts;Counts
32.788;5005.00;2613.00;427138.00;152.00;1035.00;0.00;2059067.00;248.00;2445.00;2671.00;2024779.00;485.00;505.00;368.00;862798.00;307.00;1111.00;568.00;143428.00;685.00;1020.00;1230.00;138154.00;475.00
32.794;4986.00;3321.00;425833.00;154.00;1831.00;0.00;2040636.00;225.00;3630.00;2468.00;2001184.00;664.00;693.00;276.00;870927.00;380.00;1269.00;372.00;140200.00;397.00;994.00;1500.00;135218.00;313.00
32.800;4789.00;3071.00;423028.00;317.00;975.00;0.00;2052809.00;328.00;2602.00;2999.00;2009677.00;456.00;681.00;424.00;868741.00;534.00;991.00;846.00;143857.00;384.00;879.00;987.00;135059.00;538.00
32.805;3967.00;3418.00;425899.00;352.00;1745.00;170.00;2043761.00;349.00;1783.00;3045.00;1999266.00;665.00;760.00;700.00;864753.00;281.00;886.00;674.00;143607.00;468.00;1384.00;1179.00;136054.00;338.00
32.811;4481.00;2670.00;420493.00;385.00;1180.00;162.00;2024239.00;285.00;2292.00;2170.00;1987312.00;400.00;438.00;233.00;856034.00;258.00;1467.00;399.00;140373.00;634.00;1464.00;842.00;134686.00;298.00
32.817;5598.00;2664.00;415824.00;377.00;1310.00;0.00;2010430.00;417.00;1579.00;2745.00;1986440.00;404.00;476.00;276.00;867877.00;313.00;1173.00;407.00;142800.00;564.00;1155.00;1415.00;135611.00;317.00
32.823;4166.00;2824.00;422251.00;410.00;1546.00;0.00;2015365.00;310.00;2044.00;2458.00;1980483.00;477.00;493.00;411.00;868480.00;286.00;1384.00;739.00;141377.00;407.00;1220.00;1832.00;136210.00;347.00
32.828;4402.00;2699.00;416158.00;180.00;1362.00;0.00;2025618.00;448.00;1684.00;2883.00;1960155.00;453.00;245.00;377.00;871030.00;392.00;904.00;529.00;141786.00;666.00;1561.00;1008.00;132411.00;282.00
32.834;4473.00;2458.00;417953.00;578.00;987.00;0.00;1996672.00;459.00;2190.00;2193.00;1962111.00;428.00;480.00;366.00;869883.00;428.00;1332.00;798.00;140935.00;612.00;868.00;1120.00;135636.00;279.00
32.840;4958.00;2794.00;414095.00;200.00;2323.00;165.00;1990604.00;253.00;1375.00;3265.00;1963315.00;483.00;458.00;428.00;867103.00;428.00;1030.00;640.00;139616.00;595.00;1062.00;1352.00;134785.00;511.00
32.846;4209.00;2621.00;413578.00;744.00;1575.00;0.00;1999652.00;323.00;1822.00;2764.00;1934747.00;539.00;382.00;188.00;870404.00;235.00;1076.00;512.00;142308.00;538.00;1402.00;1252.00;130283.00;354.00
32.851;4568.00;3528.00;411932.00;161.00;1686.00;356.00;1975131.00;176.00;2428.00;2386.00;1930178.00;239.00;541.00;295.00;865678.00;386.00;625.00;342.00;141681.00;665.00;916.00;1189.00;134278.00;208.00
32.857;4351.00;2619.00;408135.00;627.00;1308.00;162.00;1974211.00;186.00;2953.00;2457.00;1929585.00;387.00;724.00;483.00;868711.00;219.00;1203.00;615.00;139879.00;886.00;806.00;846.00;132351.00;543.00
32.863;4486.00;3054.00;410775.00;658.00;895.00;0.00;1966208.00;179.00;2115.00;2552.00;1915139.00;510.00;657.00;224.00;881885.00;476.00;826.00;542.00;141279.00;532.00;1273.00;1240.00;133992.00;408.00
32.868;3529.00;2615.00;400696.00;0.00;707.00;0.00;1947993.00;399.00;2125.00;2391.00;1922376.00;403.00;259.00;275.00;871707.00;427.00;1164.00;515.00;140772.00;422.00;945.00;1240.00;132328.00;541.00
32.874;4564.00;2124.00;404053.00;160.00;1211.00;0.00;1956084.00;360.00;1505.00;2551.00;1896102.00;265.00;363.00;378.00;868483.00;346.00;724.00;691.00;138400.00;525.00;1016.00;1502.00;130884.00;417.00
32.880;5210.00;2396.00;407062.00;527.00;1588.00;0.00;1952886.00;190.00;1897.00;3651.00;1890955.00;501.00;375.00;336.00;867540.00;313.00;1056.00;422.00;140209.00;349.00;864.00;1236.00;133002.00;245.00
32.886;3756.00;2468.00;401987.00;662.00;922.00;0.00;1939097.00;492.00;2877.00;3113.00;1887795.00;578.00;492.00;327.00;868730.00;461.00;933.00;373.00;139283.00;466.00;1347.00;677.00;131015.00;350.00
32.891;4224.00;2791.00;403286.00;514.00;1444.00;0.00;1944456.00;494.00;2176.00;2357.00;1877484.00;618.00;846.00;242.00;869681.00;278.00;562.00;838.00;140756.00;389.00;927.00;1367.00;129089.00;180.00
32.897;4696.00;2762.00;393793.00;321.00;819.00;0.00;1915848.00;393.00;2151.00;2257.00;1865441.00;425.00;285.00;361.00;864489.00;222.00;831.00;797.00;137950.00;527.00;916.00;862.00;131844.00;0.00
32.903;4371.00;2475.00;397434.00;581.00;949.00;155.00;1924332.00;177.00;2197.00;2816.00;1872266.00;713.00;278.00;442.00;869717.00;337.00;962.00;634.00;140109.00;539.00;919.00;1082.00;129067.00;615.00
32.908;5039.00;2744.00;397763.00;0.00;1511.00;0.00;1919027.00;326.00;2048.00;2746.00;1841560.00;216.00;301.00;334.00;867876.00;410.00;699.00;406.00;140641.00;487.00;1109.00;1148.00;129751.00;340.00
32.914;4416.00;2807.00;394647.00;200.00;724.00;0.00;1898693.00;187.00;2301.00;3986.00;1833129.00;294.00;380.00;323.00;869661.00;258.00;715.00;369.00;138644.00;511.00;972.00;1023.00;127435.00;357.00
32.920;4035.00;3017.00;394477.00;647.00;817.00;0.00;1897068.00;443.00;1970.00;3050.00;1847456.00;483.00;415.00;660.00;852796.00;355.00;1088.00;997.00;137470.00;354.00;992.00;991.00;127813.00;320.00
32.926;4435.00;2848.00;391709.00;369.00;604.00;0.00;1904387.00;369.00;1797.00;2330.00;1819784.00;417.00;221.00;255.00;862429.00;324.00;755.00;483.00;138473.00;403.00;1040.00;1339.00;129076.00;299.00
32.931;4229.00;3098.00;390803.00;0.00;1055.00;0.00;1893585.00;747.00;2403.00;2492.00;1824974.00;192.00;306.00;471.00;862782.00;432.00;801.00;705.00;138741.00;609.00;1360.00;1101.00;128298.00;200.00
32.937;5302.00;2702.00;384835.00;329.00;669.00;0.00;1867956.00;219.00;2193.00;2075.00;1813087.00;365.00;253.00;246.00;873290.00;228.00;729.00;637.00;140071.00;426.00;626.00;961.00;127421.00;179.00
32.943;4281.00;2701.00;382505.00;192.00;1491.00;0.00;1869363.00;154.00;2064.00;2660.00;1789299.00;271.00;517.00;348.00;869849.00;213.00;899.00;537.00;135312.00;489.00;948.00;762.00;128337.00;271.00
32.949;4113.00;2871.00;387075.00;506.00;1016.00;0.00;1855187.00;164.00;2096.00;2553.00;1790877.00;599.00;440.00;264.00;869186.00;319.00;805.00;781.00;138521.00;399.00;1132.00;921.00;126133.00;663.00
32.954;3772.00;2720.00;382083.00;205.00;1401.00;0.00;1864909.00;535.00;1779.00;3038.00;1776626.00;535.00;346.00;416.00;860257.00;543.00;1033.00;448.00;136591.00;453.00;1139.00;960.00;126749.00;458.00
32.960;4259.00;1915.00;376847.00;314.00;1096.00;0.00;1848444.00;394.00;1672.00;2250.00;1782978.00;164.00;391.00;313.00;862893.00;226.00;944.00;401.00;136169.00;624.00;690.00;1177.00;123021.00;432.00
32.966;4086.00;2973.00;378439.00;171.00;1250.00;0.00;1834348.00;242.00;1963.00;2751.00;1766797.00;575.00;162.00;429.00;852089.00;593.00;838.00;613.00;135919.00;451.00;710.00;1672.00;126886.00;329.00
32.971;3915.00;2299.00;376253.00;400.00;918.00;232.00;1838293.00;0.00;2304.00;2713.00;1762730.00;415.00;742.00;211.00;858303.00;339.00;812.00;480.00;134528.00;574.00;1023.00;1107.00;126385.00;211.00
32.977;3800.00;2801.00;375071.00;480.00;1265.00;0.00;1831980.00;399.00;1555.00;2162.00;1750361.00;491.00;274.00;423.00;856079.00;347.00;498.00;370.00;134259.00;375.00;811.00;1301.00;126629.00;386.00
32.983;3122.00;2709.00;371029.00;334.00;803.00;0.00;1823358.00;391.00;2153.00;3010.00;1733798.00;464.00;448.00;235.00;859168.00;351.00;699.00;481.00;137267.00;567.00;902.00;1773.00;124851.00;231.00
32.989;3826.00;1853.00;369083.00;334.00;1437.00;0.00;1806634.00;172.00;1685.00;3275.00;1727466.00;396.00;402.00;271.00;855996.00;370.00;983.00;574.00;136613.00;459.00;876.00;837.00;124242.00;350.00
32.994;3436.00;3135.00;373547.00;188.00;1331.00;0.00;1800679.00;400.00;2173.00;2634.00;1704546.00;552.00;205.00;0.00;862969.00;270.00;650.00;441.00;134649.00;678.00;1161.00;767.00;126646.00;560.00
33.000;3509.00;2754.00;366581.00;0.00;957.00;175.00;1799966.00;330.00;1992.00;2038.00;1717546.00;554.00;451.00;167.00;856535.00;242.00;1046.00;394.00;135688.00;380.00;467.00;537.00;124876.00;390.00
33.006;4078.00;2776.00;362800.00;312.00;1286.00;191.00;1787516.00;345.00;2263.00;2161.00;1707123.00;407.00;301.00;291.00;852466.00;290.00;985.00;510.00;134791.00;571.00;645.00;1069.00;124573.00;223.00
33.011;4256.00;2351.00;366935.00;320.00;765.00;0.00;1785035.00;192.00;1435.00;2809.00;1704439.00;560.00;647.00;218.00;862136.00;255.00;923.00;408.00;132570.00;536.00;683.00;860.00;121793.00;312.00
33.017;3691.00;1794.00;368414.00;174.00;999.00;0.00;1777287.00;498.00;2208.00;2676.00;1686378.00;461.00;414.00;496.00;862849.00;296.00;541.00;465.00;134705.00;662.00;864.00;1233.00;123519.00;192.00
33.023;3802.00;2068.00;360816.00;391.00;978.00;0.00;1750096.00;303.00;1965.00;2835.00;1673105.00;398.00;455.00;254.00;848687.00;420.00;570.00;328.00;132253.00;535.00;905.00;889.00;123479.00;512.00
33.029;3051.00;2496.00;360354.00;163.00;375.00;176.00;1761220.00;301.00;2118.00;2908.00;1670466.00;496.00;345.00;274.00;849232.00;294.00;1040.00;414.00;133905.00;448.00;1199.00;529.00;121958.00;204.00
33.034;3266.00;2403.00;360446.00;150.00;1481.00;0.00;1746388.00;409.00;1753.00;2345.00;1668039.00;493.00;193.00;226.00;852966.00;333.00;711.00;464.00;133188.00;552.00;928.00;1179.00;123047.00;457.00
33.040;3110.00;2338.00;363696.00;198.00;888.00;162.00;1760842.00;346.00;1776.00;1925.00;1666730.00;355.00;193.00;472.00;849626.00;208.00;864.00;393.00;132292.00;302.00;873.00;1260.00;122290.00;448.00
33.046;3267.00;2841.00;359002.00;159.00;1116.00;0.00;1737300.00;162.00;2056.00;2162.00;1648811.00;535.00;380.00;251.00;851301.00;356.00;838.00;391.00;133677.00;613.00;926.00;1445.00;120157.00;369.00
33.052;3677.00;2164.00;352792.00;153.00;1183.00;165.00;1729288.00;240.00;2636.00;2538.00;1638916.00;411.00;452.00;364.00;853186.00;220.00;1242.00;620.00;130039.00;351.00;1163.00;944.00;122206.00;484.00
33.057;3405.00;1931.00;356226.00;312.00;1248.00;0.00;1724883.00;0.00;1287.00;2479.00;1634048.00;355.00;213.00;194.00;837195.00;392.00;1060.00;593.00;134703.00;371.00;766.00;1136.00;119570.00;156.00
33.063;3815.00;2146.00;349128.00;435.00;674.00;0.00;1708212.00;167.00;2146.00;2574.00;1621309.00;432.00;178.00;199.00;846362.00;301.00;1205.00;473.00;133651.00;331.00;565.00;1081.00;121174.00;379.00
33.069;3626.00;2634.00;348740.00;367.00;472.00;0.00;1707091.00;162.00;1873.00;2412.00;1622265.00;443.00;505.00;226.00;841989.00;290.00;795.00;353.00;132961.00;361.00;1502.00;1340.00;118261.00;210.00
33.074;3047.00;3095.00;349429.00;502.00;670.00;0.00;1689381.00;371.00;1947.00;2286.00;1613635.00;344.00;321.00;207.00;840909.00;237.00;756.00;328.00;128343.00;577.00;976.00;1514.00;117548.00;390.00
33.080;3969.00;2477.00;346665.00;478.00;688.00;0.00;1687180.00;0.00;1762.00;2615.00;1591448.00;302.00;342.00;234.00;842388.00;276.00;381.00;412.00;132433.00;618.00;910.00;830.00;118240.00;231.00
33.086;3714.00;2868.00;350370.00;337.00;773.00;0.00;1678850.00;183.00;2456.00;2426.00;1579663.00;516.00;288.00;187.00;847576.00;248.00;508.00;540.00;133577.00;424.00;925.00;787.00;119780.00;228.00
33.092;3309.00;2461.00;343645.00;359.00;1028.00;0.00;1673103.00;206.00;1692.00;2403.00;1583721.00;377.00;429.00;381.00;844495.00;356.00;433.00;624.00;130109.00;539.00;988.00;981.00;118360.00;232.00
33.097;4871.00;2117.00;345159.00;686.00;923.00;0.00;1684518.00;202.00;2750.00;2299.00;1563320.00;695.00;354.00;205.00;849777.00;307.00;664.00;465.00;133665.00;266.00;596.00;1144.00;117531.00;0.00
33.103;4195.00;2227.00;338668.00;612.00;779.00;221.00;1651183.00;0.00;1962.00;2059.00;1569012.00;503.00;330.00;298.00;832335.00;341.00;942.00;421.00;131837.00;365.00;1190.00;865.00;118224.00;509.00
33.109;3317.00;2331.00;338893.00;402.00;750.00;0.00;1656734.00;0.00;2611.00;2898.00;1561458.00;248.00;378.00;270.00;833919.00;273.00;633.00;426.00;128641.00;432.00;1033.00;886.00;116682.00;195.00
33.114;3348.00;3006.00;338266.00;0.00;758.00;0.00;1649814.00;0.00;2078.00;2533.00;1539317.00;190.00;198.00;201.00;841914.00;210.00;570.00;354.00;131296.00;476.00;899.00;719.00;115796.00;418.00
33.120;2421.00;2332.00;337353.00;150.00;761.00;0.00;1621500.00;169.00;1539.00;2710.00;1554263.00;170.00;697.00;338.00;841100.00;448.00;1142.00;263.00;130745.00;490.00;657.00;597.00;113364.00;409.00
33.126;3330.00;1764.00;332943.00;197.00;462.00;0.00;1625868.00;160.00;1504.00;2077.00;1527332.00;414.00;427.00;396.00;826652.00;449.00;906.00;475.00;132141.00;344.00;1192.00;1304.00;113141.00;155.00
33.132;3604.00;2456.00;336601.00;0.00;1290.00;0.00;1615357.00;191.00;1861.00;1855.00;1527539.00;245.00;218.00;200.00;829703.00;270.00;582.00;390.00;128034.00;367.00;1250.00;583.00;115411.00;0.00
33.137;3281.00;1944.00;330566.00;536.00;796.00;0.00;1606176.00;339.00;2292.00;1937.00;1514605.00;359.00;401.00;178.00;826781.00;209.00;701.00;235.00;128934.00;544.00;527.00;666.00;115706.00;391.00
33.143;2632.00;2166.00;329399.00;156.00;702.00;0.00;1618690.00;0.00;1798.00;1811.00;1510031.00;203.00;216.00;0.00;824034.00;258.00;557.00;313.00;129019.00;330.00;158.00;1327.00;113146.00;207.00
33.149;3263.00;2383.00;328794.00;376.00;583.00;0.00;1594339.00;0.00;1827.00;2479.00;1504545.00;174.00;424.00;261.00;823185.00;163.00;365.00;406.00;126079.00;391.00;847.00;997.00;114486.00;182.00
33.155;3938.00;3143.00;322981.00;198.00;890.00;0.00;1588890.00;151.00;1329.00;2129.00;1507879.00;486.00;270.00;263.00;819569.00;261.00;1034.00;305.00;127765.00;294.00;891.00;971.00;113314.00;339.00
33.160;5030.00;2244.00;324694.00;215.00;694.00;0.00;1582324.00;218.00;1295.00;3073.00;1484036.00;200.00;340.00;258.00;829532.00;335.00;675.00;322.00;123865.00;463.00;855.00;930.00;110764.00;241.00
33.166;3427.00;2643.00;324761.00;568.00;1043.00;202.00;1572348.00;329.00;1773.00;2647.00;1468770.00;465.00;245.00;0.00;831866.00;336.00;375.00;468.00;127897.00;506.00;664.00;591.00;114210.00;266.00
33.172;2893.00;1838.00;318397.00;663.00;706.00;159.00;1568829.00;193.00;1773.00;2484.00;1471028.00;423.00;239.00;241.00;824069.00;329.00;741.00;343.00;126981.00;432.00;611.00;915.00;113014.00;0.00
33.177;3449.00;1768.00;321555.00;165.00;451.00;0.00;1563862.00;154.00;1277.00;1777.00;1462836.00;210.00;259.00;229.00;824147.00;211.00;871.00;248.00;127544.00;244.00;879.00;886.00;111097.00;262.00
33.183;4009.00;1481.00;319795.00;496.00;324.00;0.00;1551456.00;0.00;819.00;2030.00;1459072.00;238.00;176.00;0.00;815603.00;268.00;364.00;578.00;124737.00;320.00;536.00;1094.00;111692.00;204.00
33.189;3203.00;2431.00;319302.00;0.00;605.00;0.00;1532896.00;199.00;953.00;2253.00;1447835.00;233.00;205.00;240.00;814706.00;278.00;260.00;313.00;124122.00;362.00;816.00;1075.00;111923.00;316.00
33.195;3163.00;1876.00;315066.00;325.00;487.00;0.00;1530790.00;0.00;1580.00;2865.00;1430952.00;327.00;231.00;270.00;813035.00;238.00;607.00;664.00;126155.00;377.00;1051.00;1075.00;111498.00;397.00
33.200;2798.00;2452.00;314779.00;341.00;1049.00;155.00;1526087.00;221.00;1773.00;2842.00;1438492.00;406.00;170.00;0.00;812487.00;292.00;601.00;626.00;124166.00;320.00;837.00;802.00;110493.00;348.00
33.206;3363.00;2890.00;313760.00;167.00;605.00;0.00;1529671.00;203.00;1762.00;2160.00;1423666.00;411.00;254.00;0.00;812368.00;236.00;436.00;533.00;123755.00;344.00;666.00;1292.00;109111.00;186.00
33.212;3542.00;1882.00;312081.00;0.00;687.00;0.00;1514259.00;0.00;1503.00;2339.00;1415216.00;439.00;229.00;331.00;817812.00;189.00;764.00;297.00;125196.00;498.00;784.00;977.00;109619.00;182.00
33.217;2727.00;2194.00;310586.00;181.00;977.00;0.00;1510272.00;173.00;2225.00;2605.00;1411073.00;365.00;433.00;273.00;812425.00;305.00;271.00;326.00;124302.00;269.00;1073.00;1486.00;107610.00;205.00
33.223;2796.00;1727.00;309276.00;0.00;543.00;0.00;1495945.00;0.00;1891.00;1883.00;1410057.00;355.00;302.00;241.00;806182.00;276.00;545.00;311.00;124078.00;281.00;575.00;1169.00;107792.00;304.00
33.229;2956.00;2320.00;306370.00;0.00;908.00;0.00;1474290.00;0.00;2482.00;2172.00;1402755.00;370.00;444.00;189.00;807416.00;268.00;902.00;491.00;124584.00;292.00;497.00;1145.00;109200.00;184.00
33.235;3252.00;2259.00;306514.00;0.00;1087.00;352.00;1480581.00;171.00;1813.00;2531.00;1394753.00;0.00;160.00;184.00;803959.00;278.00;662.00;336.00;124173.00;320.00;949.00;1448.00;107882.00;165.00
33.240;3810.00;2668.00;308937.00;370.00;552.00;0.00;1477132.00;154.00;2201.00;2063.00;1375113.00;472.00;191.00;379.00;807139.00;248.00;663.00;503.00;122855.00;445.00;1206.00;791.00;107051.00;223.00
33.246;3076.00;2633.00;301056.00;160.00;438.00;0.00;1472506.00;0.00;2253.00;2618.00;1370458.00;0.00;202.00;285.00;803166.00;286.00;604.00;512.00;120931.00;322.00;999.00;1171.00;107793.00;238.00
33.252;3671.00;1946.00;306700.00;150.00;741.00;0.00;1460252.00;170.00;987.00;2834.00;1357067.00;321.00;187.00;174.00;796524.00;0.00;492.00;296.00;124408.00;259.00;900.00;685.00;107844.00;471.00
33.258;2965.00;1710.00;304461.00;156.00;1207.00;164.00;1449518.00;0.00;1997.00;2295.00;1356530.00;333.00;232.00;177.00;795726.00;188.00;592.00;279.00;122720.00;338.00;725.00;738.00;107395.00;341.00
33.263;2960.00;2170.00;301657.00;159.00;309.00;0.00;1439983.00;172.00;1564.00;2214.00;1356688.00;159.00;194.00;393.00;796649.00;170.00;520.00;373.00;120850.00;367.00;1279.00;864.00;105317.00;0.00
33.269;2962.00;2476.00;296356.00;173.00;1291.00;0.00;1429166.00;0.00;2256.00;2203.00;1348923.00;384.00;273.00;268.00;805836.00;236.00;505.00;267.00;125317.00;294.00;1023.00;1063.00;105311.00;156.00
33.275;3311.00;2064.00;295331.00;315.00;553.00;174.00;1420857.00;191.00;1374.00;1827.00;1340143.00;402.00;188.00;249.00;787644.00;275.00;1133.00;505.00;123022.00;275.00;1122.00;1416.00;102546.00;370.00
33.280;2523.00;1635.00;296537.00;367.00;704.00;0.00;1431959.00;0.00;2060.00;1868.00;1323729.00;326.00;377.00;220.00;796807.00;265.00;793.00;296.00;124440.00;273.00;819.00;731.00;103764.00;207.00
33.286;2918.00;1844.00;296329.00;166.00;1183.00;173.00;1416202.00;154.00;2101.00;2199.00;1329367.00;411.00;152.00;242.00;792353.00;227.00;698.00;245.00;122446.00;494.00;1493.00;671.00;105609.00;206.00
33.292;2625.00;3256.00;294357.00;0.00;1010.00;0.00;1409092.00;162.00;1920.00;2687.00;1323054.00;581.00;433.00;183.00;788100.00;190.00;665.00;298.00;122504.00;244.00;1032.00;1014.00;105540.00;398.00
33.298;3565.00;1884.00;288261.00;151.00;653.00;0.00;1393898.00;0.00;1101.00;1995.00;1305826.00;377.00;406.00;422.00;787509.00;230.00;446.00;414.00;120701.00;287.00;701.00;720.00;102672.00;153.00
33.303;2577.00;2596.00;287413.00;187.00;844.00;0.00;1386628.00;161.00;1275.00;1912.00;1317721.00;442.00;431.00;273.00;789997.00;234.00;922.00;476.00;120860.00;232.00;835.00;1054.00;104706.00;192.00
33.309;2017.00;1867.00;289840.00;172.00;688.00;0.00;1381959.00;0.00;1578.00;1995.00;1303801.00;0.00;178.00;254.00;781879.00;194.00;416.00;243.00;121302.00;272.00;311.00;425.00;100527.00;513.00
33.315;2901.00;1882.00;290461.00;639.00;840.00;0.00;1369676.00;0.00;1987.00;2587.00;1288212.00;315.00;211.00;282.00;784916.00;231.00;819.00;307.00;122074.00;377.00;684.00;690.00;103612.00;192.00
33.320;3313.00;1618.00;283892.00;0.00;977.00;0.00;1378532.00;179.00;1764.00;2103.00;1285033.00;215.00;267.00;212.00;781226.00;0.00;259.00;276.00;119875.00;260.00;654.00;1182.00;101865.00;0.00
33.326;3186.00;2088.00;287970.00;156.00;822.00;0.00;1361734.00;308.00;1524.00;2395.00;1277987.00;409.00;384.00;179.00;776916.00;214.00;642.00;239.00;116948.00;216.00;703.00;443.00;102235.00;360.00
33.332;2329.00;2608.00;287727.00;512.00;760.00;0.00;1351695.00;0.00;1958.00;2252.00;1270778.00;190.00;249.00;203.00;777419.00;196.00;531.00;312.00;120898.00;291.00;714.00;1082.00;101013.00;307.00
33.338;3002.00;1685.00;281954.00;157.00;821.00;242.00;1346481.00;0.00;2346.00;2236.00;1267889.00;164.00;283.00;0.00;778589.00;155.00;680.00;245.00;117224.00;259.00;321.00;712.00;101238.00;209.00
33.343;3293.00;2192.00;281796.00;427.00;771.00;0.00;1347760.00;0.00;2015.00;2493.00;1255540.00;230.00;280.00;274.00;777471.00;202.00;558.00;298.00;116896.00;243.00;586.00;1299.00;101685.00;186.00
33.349;2649.00;1824.00;276584.00;583.00;737.00;151.00;1331633.00;0.00;1138.00;2114.00;1254631.00;0.00;322.00;217.00;779432.00;310.00;509.00;293.00;118588.00;188.00;509.00;955.00;101148.00;162.00
33.355;3960.00;1954.00;278675.00;495.00;722.00;161.00;1322136.00;176.00;1594.00;1935.00;1249298.00;328.00;232.00;208.00;767854.00;0.00;517.00;310.00;120485.00;459.00;889.00;553.00;98911.00;177.00
33.361;2431.00;1605.00;274964.00;383.00;1071.00;0.00;1319315.00;0.00;1274.00;1519.00;1236458.00;180.00;182.00;233.00;765460.00;224.00;309.00;364.00;117242.00;282.00;933.00;597.00;100121.00;0.00
33.366;2229.00;2080.00;279375.00;0.00;625.00;0.00;1313215.00;0.00;1400.00;1811.00;1229011.00;337.00;0.00;307.00;767922.00;284.00;404.00;287.00;119447.00;204.00;1373.00;575.00;101414.00;264.00
33.372;2661.00;2174.00;275616.00;0.00;1136.00;0.00;1307346.00;0.00;1671.00;1717.00;1235908.00;199.00;223.00;0.00;761568.00;177.00;604.00;349.00;117840.00;319.00;623.00;893.00;101783.00;340.00
33.378;3356.00;2208.00;277070.00;345.00;719.00;0.00;1309982.00;185.00;1631.00;2017.00;1221907.00;356.00;0.00;283.00;757035.00;0.00;668.00;230.00;113778.00;322.00;889.00;616.00;97756.00;208.00
33.383;2178.00;2376.00;277008.00;363.00;417.00;0.00;1279152.00;0.00;2047.00;2003.00;1218794.00;200.00;0.00;266.00;762513.00;150.00;490.00;517.00;116275.00;374.00;720.00;940.00;98826.00;0.00
33.389;3122.00;1942.00;268224.00;0.00;655.00;0.00;1282916.00;0.00;1919.00;1722.00;1217402.00;0.00;200.00;210.00;756167.00;187.00;643.00;228.00;117949.00;293.00;681.00;539.00;98228.00;165.00
33.395;2989.00;1719.00;270248.00;228.00;566.00;0.00;1283664.00;174.00;1444.00;1924.00;1188238.00;492.00;400.00;195.00;749527.00;202.00;687.00;166.00;115162.00;255.00;758.00;1084.00;99762.00;0.00
33.401;1631.00;2481.00;269474.00;236.00;770.00;157.00;1273369.00;0.00;1834.00;2011.00;1196098.00;194.00;389.00;226.00;751710.00;158.00;446.00;315.00;116496.00;300.00;947.00;626.00;99531.00;297.00
33.406;3445.00;2007.00;269000.00;159.00;320.00;0.00;1270838.00;0.00;984.00;2580.00;1198085.00;184.00;151.00;221.00;752225.00;159.00;702.00;357.00;114413.00;250.00;774.00;714.00;95866.00;236.00
33.412;2357.00;1228.00;267564.00;563.00;423.00;0.00;1252479.00;0.00;2060.00;1844.00;1182648.00;375.00;179.00;232.00;752076.00;199.00;418.00;364.00;115932.00;283.00;682.00;935.00;96914.00;331.00
